fist,1,0,0.5625,1,0.6875,0.1875,0.5625,0.125,0.125,0.0625,-0.1875,-0.9375,-0.6875,-0.75,-0.125,-0.125,-0.1875,-0.25,0.0625,0.375,0,0.25,0.1875,0.375,0.375,0.75,0.4375,0.5,-0.0625,0.5,0.5,0.125,-0.125,-0.25,-0.1875,-0.0625,-0.3125,-0.5,-0.3125,-0.5,-0.3125,-0.375,0.125,-0.0625,-0.25,-0.25,-0.3125,-0.6875,4.6875,12.5625,7.625,3.3125,2.1875,0.9375,5.6875,18.75,11,-10.9375,-12.25,-2.6875,0.25,1.6875,3.625,3.875,2.375,0.9375,1.625,1.3125,-1,-1.375,0.875,2.3125,1,0.0625,1,2.3125,0.375,-0.75,0.375,1.375,1.6875,0.8125,0.25,-0.3125,-0.5,0.625,1.1875,1,1,0.6875,0.8125,0.0625,0.6875,0.5625,0.4375,-0.0625,0.1875,0.5,0.875,1.25,-0.0625,-0.5,0.1875,0.75,0.25,-0.3125,-0.625,-0.25,0.0625,0.6875,0.8125,-0.4375,-1.1875,2.1875,4.875,0.0625,6.625,8.875,-6.625,-3.5,11.8125,-27.75,-14.75,14.375,-9.625,-3.5,-6.4375,-3.9375,-2.625,-4.0625,-4,-2.6875,2.5625,1.5625,-1.125,1.875,0.375,1.6875,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fist,1,1,-0.9375,-0.5625,-0.5,-0.5,0,0.6875,0.1875,0.4375,0.125,0.5,0.0625,-0.1875,0.1875,-0.3125,-0.375,-0.375,-0.5625,-1.375,-1.125,-0.5,0.1875,-0.0625,-0.125,-0.1875,-0.0625,-0.5,-0.5625,0,0.625,0.3125,-0.3125,-0.8125,-0.25,0.1875,-1.125,0.5,0.375,0.625,-2.1875,-2.6875,-1.25,2.8125,8.4375,2.6875,-1.5,-2.5625,4.8125,-15.5625,-13,12.1875,-4.625,-4.8125,1.6875,-1.75,-0.875,-0.625,-3,-3,-3.25,-2.25,-2.1875,-0.9375,-0.1875,-0.75,-1.3125,-1.1875,-0.9375,-0.5,0.875,-0.375,-0.625,0.0625,-0.75,-1.125,-0.0625,1.375,0.75,-0.8125,-0.125,-0.5625,0.8125,1.375,0.1875,-0.75,-0.625,-0.75,0,0.6875,3.875,0.25,3.6875,1.75,3.6875,-2.375,-0.9375,7.8125,5.8125,-1.9375,0.25,2.4375,4.8125,6.375,0.125,1.4375,5.4375,4.75,1.25,-1.875,-2.6875,-1.125,-0.625,1.3125,0.75,-1.125,0.0625,1.3125,0.4375,-1.25,-2.5,-0.6875,0.6875,0,-0.625,-0.25,1.375,1.25,-0.375,-0.375,0,0.5625,0.9375,0.9375,0,-0.1875,-0.375,-0.0625,0.4375,0.0625,-0.625,0,1.625,1.875,0.375,4.9375,0.125,-7.375,-13.625,-11.3125,-19.0625,-8.25,3.3125,-3.5625,-1.6875,2.625,4.1875,-0.75,-3.5625,-1.5,2.3125,1.8125,-0.5,0,0.9375,2.875,1.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fist,1,2,-1.125,-0.4375,-0.125,0,-0.1875,-0.0625,0.625,0.25,-0.1875,-0.0625,0.0625,-0.25,0.3125,0.375,1.1875,1.0625,0.5,0.25,0.5,1.0625,0.625,0,0.625,0.1875,-0.125,-0.5,-0.1875,0.0625,-0.375,-0.9375,0,0.875,0.1875,-0.6875,-0.25,3,1.3125,1.5625,1.0625,4.875,5.75,8.875,8.1875,7.8125,8.625,11.25,6.0625,4,6.0625,-1.5,-5.1875,-2.1875,-3.5625,-4.375,-0.625,2.75,1.8125,-0.1875,-0.75,-0.0625,0.8125,0.8125,-0.5625,1.25,1.75,0.375,0.875,1.25,0.4375,-0.625,-0.9375,-1.25,0.1875,-0.125,-0.8125,-0.25,-0.1875,-0.6875,-0.125,0.6875,0.9375,-0.0625,0.3125,0.1875,0.25,-0.0625,0.25,0.4375,0.25,-0.875,-0.3125,0.75,0.5625,0.4375,0.25,-0.0625,-0.3125,-0.625,-0.0625,0.125,-0.125,-0.0625,0.4375,0.375,-0.5625,-1.1875,-1.3125,-1.5625,-1.5625,-1.9375,-1,-1.875,-1.75,-2.625,-2.5,-5.8125,-7.125,-5.6875,-1.5625,-0.625,-3.3125,-9.6875,-6.375,-3,-3.75,-1.875,-4.25,1,3.8125,0.5625,-1.875,-2.4375,0.875,2.5,0.1875,-1.375,-2.625,-1.6875,0.9375,1.3125,0.3125,-1.75,-0.0625,0.0625,-0.5625,-1.4375,-0.5,0.4375,0.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fist,1,3,0.375,-0.25,-0.5,0,0.875,1.625,0.0625,-0.125,0.5625,1.5625,2.125,1,0.6875,0.3125,-1.25,0.4375,3.25,4.875,7.1875,1.0625,3.125,9.9375,5.3125,-0.875,-1.25,3.125,5.875,6.5625,3.75,3.6875,2.8125,3.625,0.375,-1.3125,0.375,-1.375,-2.125,-2.3125,-1.6875,-0.25,1.25,0.3125,-0.375,0.375,0.8125,0.0625,-1.75,-0.875,0.75,1.1875,1.625,0.0625,0.9375,1.6875,0.625,0.4375,0.75,1.1875,0.3125,-0.5625,0.5,0.4375,0.625,0.75,1,0.5,0.3125,0.5625,1.125,0.4375,-0.9375,0.1875,1,0.625,-0.125,0.375,0.4375,0.1875,0.4375,0.375,0.75,0.375,-0.6875,-0.8125,-1.5,-2.75,-4.1875,-3.9375,-3.4375,-0.9375,0.1875,-1.4375,-3.375,-0.9375,0.0625,-1.625,-3.5,-4.9375,-9.9375,-6.0625,-5.625,-7.375,-4.1875,-3.875,-4.625,-4,-1.25,2.5,1.0625,-1.75,-1.375,1.75,1.75,0.3125,-0.75,0.25,1.375,-0.0625,-0.75,-0.625,0.5625,-0.0625,-1.4375,-1.0625,-0.9375,-0.5625,-1.5,-1.0625,-0.5,-0.3125,-0.5625,-1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fist,1,4,-0.1875,-0.125,0.25,0.4375,0.25,-0.25,-0.4375,-0.25,-0.125,0,0.1875,-0.125,0.25,0.875,1.3125,-0.1875,-0.25,0.5625,2.4375,1.75,1.875,3.875,6.375,4.0625,1.4375,4.5,7,3.75,2.875,3.3125,6.8125,4.0625,0.3125,-5.0625,-1.875,0.875,-0.9375,-0.0625,3.375,4.3125,1.5625,0.6875,1,0.75,-1.8125,-0.8125,-0.5625,-0.625,-0.25,0.8125,1.375,0.875,1.0625,0.6875,-0.0625,-0.9375,-0.0625,0.9375,1.1875,0,-0.25,0,0.625,0.6875,0,-0.6875,-0.4375,0.375,0.125,0.0625,0.125,0.5625,0.1875,0.1875,0.5625,0.0625,0.125,0.4375,0.9375,-0.0625,-0.125,0.3125,0.1875,0.0625,-0.125,0.1875,-0.0625,-0.25,-0.4375,-0.25,0.0625,0.375,0.0625,-0.5,-0.875,-0.8125,-0.5,-0.8125,-2.1875,-4.6875,-4,-1.375,1.1875,1.6875,-0.375,-0.25,-2.5625,-10.5,-7.4375,-5.5625,-9.8125,-3,1.875,-0.8125,-2.4375,-0.5,0.75,0.0625,1.375,-0.625,-2.5,-1.4375,0.375,0.9375,-0.9375,-1.5,-1.5625,-2.25,-1.5625,-0.3125,0.8125,-0.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fist,1,5,-0.25,-0.6875,-0.375,-0.125,0,-0.125,0.0625,0.125,0.25,0.5,0.4375,0.5625,1.0625,1.375,0.5625,0.1875,0.125,0.75,0.75,-0.125,-0.5625,-0.3125,-0.0625,-0.75,-0.75,-0.9375,-0.3125,-0.375,-0.6875,0.1875,1.375,6.875,9.9375,10.875,4.625,-3.1875,-5.6875,-0.375,2.9375,0.125,-0.9375,-0.8125,0,2.1875,0.5625,-2.8125,-0.6875,2.75,2.875,2.625,2.4375,3,2.8125,2.5625,2.5625,3.125,1.9375,-0.5625,0.8125,1.5625,1.5625,-0.4375,-1.375,-0.0625,1.875,1.125,-0.6875,-0.625,0.4375,-0.9375,-0.1875,0.9375,1.375,0,-0.25,0.1875,0.75,1.1875,0.8125,1.5625,1.625,1.6875,1.5625,1.5625,1.5625,1.0625,0.8125,1,1.6875,1.625,1.25,0.25,0.1875,-0.125,-0.875,-0.9375,-1.5625,-1.125,-1.125,0.375,0.5625,-0.875,-1.4375,-1.3125,-0.125,-0.1875,-0.8125,0,0.6875,0.375,-0.25,-0.6875,0.375,0.375,-3.5,-3.6875,-2.5,-2.4375,-7.625,-7.5625,-11.625,-13.625,-8.4375,-5.3125,-8.5,-5.6875,0.9375,1.6875,0.75,-0.875,0.3125,1.5,1.75,0.4375,0.6875,0.0625,1.8125,1.1875,-0.1875,0.125,0.1875,0,0.1875,-0.5,-0.875,0.25,0.4375,-0.4375,-0.8125,-0.6875,-0.9375,0.125,-0.125,0.3125,0.125,0.125,0.125,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fist,1,6,-0.625,-0.5,-0.25,-0.1875,-0.5,-0.125,0.125,0.9375,1.125,2,0.875,1.4375,0.5,1.5,3.5625,3.75,4.8125,1.1875,1.25,4.1875,5.75,4.0625,4.125,5.3125,6.125,5.4375,4.3125,1,1.4375,1.875,2.5,2.625,1.5625,1.125,-0.0625,0.9375,0.8125,0.8125,1.25,1.25,1.5625,0.875,-0.5,-0.9375,0.6875,0.6875,-1,-0.1875,0.875,2.4375,1.875,1,0,-0.0625,0.125,0.5625,0.375,0.3125,0.4375,0.8125,0.375,0.5,0.875,1.3125,0.125,0.125,0.25,0.5625,0.0625,-0.0625,0.4375,0.875,1.25,0.375,0.8125,1,1.0625,-0.1875,-0.875,-0.875,-0.8125,-1.75,-2.125,-1.25,-0.5625,-1.25,-1.625,-2.1875,-2.625,-4.25,-4.875,-4.4375,-2.625,-2,-4.4375,-4.125,-0.875,-2.625,-1.8125,-8.125,-5.375,-4.75,-3.4375,-6,-8.75,-7.5625,-6.25,-6.4375,-4.125,-2.6875,-2.6875,0.5,0.875,-0.9375,-0.875,0.8125,1.75,0.625,-0.9375,0.125,0.8125,-0.25,-0.1875,0.875,2.1875,1,-0.4375,-0.5,-0.4375,0.0625,-0.3125,-0.125,-0.75,-0.25,-0.1875,-0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fist,1,7,2.3125,0.5,1.625,2.625,3.375,1.6875,0.375,6.1875,6.8125,4.125,0,-0.875,0.5,1.1875,-0.6875,-3.1875,-1.375,3.125,2.25,-0.125,0.5,2.625,5.0625,3.6875,2.0625,2.5,5.4375,4.625,3,2.625,1.9375,1.5,1.3125,1.6875,1.625,1,1.125,1.6875,1.9375,1.6875,1.25,0.5625,-0.8125,-0.5,-0.625,0.125,-0.25,-1.6875,-0.625,-0.5,0.0625,0.375,-0.9375,-0.3125,1.125,1.5625,1.1875,0.0625,0.4375,0.75,0.25,0.5625,0.3125,0,-0.5,0.125,0.875,0.5,-0.8125,-0.3125,-0.5625,0.6875,1,0,0,0,0.125,0.3125,0.3125,0.3125,-0.25,0.125,0,0.75,0.8125,0.625,0.125,-0.125,-0.3125,-0.3125,-0.4375,-0.75,-0.125,-0.75,-0.5,-1,-0.5,0.3125,0.5625,0.3125,0.4375,0.0625,0.4375,0,-1.5625,-3.875,-4.75,-1.25,-0.6875,-3.0625,-5.1875,-3.8125,-2.4375,-2.1875,-2.625,-3.8125,-4.3125,-3.4375,-3.8125,-3.4375,-2.1875,-1.625,-2.625,-1.625,-2.3125,-3.1875,-2.25,-0.125,-1.5,-2.5,-2.25,-2.0625,-2.75,-1.875,0.125,0.125,0.625,1.125,0.375,1.1875,-0.3125,0.1875,0.5,0.25,0.3125,0.375,0.375,-0.75,0.1875,0.875,0.125,-0.625,-0.1875,0.6875,0.375,-0.375,-0.1875,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fist,1,8,0.25,0.4375,0.9375,4.0625,4.375,4.3125,8.5625,8.875,5.5625,-0.125,-1.5625,1.5,4.625,1.8125,-0.3125,0.3125,1.3125,1.5625,-0.9375,0.25,1.875,1.75,1.5625,1.25,2,3.5625,2.1875,1.4375,1.6875,1.375,0.5,1.125,1.375,1.625,0.25,0.875,1.25,1.125,0.3125,-0.0625,0.4375,1.25,1.5625,1.6875,1.0625,0.75,1.75,1.5625,1.0625,0.875,0.9375,1.8125,0.8125,-0.375,0.375,0.375,0.8125,0.3125,0.5625,0.4375,0.3125,0.125,-0.8125,0.0625,-0.0625,0.375,-0.5,-1,-1.5,-4.375,-4.1875,-1.625,-1.75,-3.875,-3.3125,-2.5,-4.25,-3.8125,-3.0625,-3.5,-3.9375,-3.625,-3.5,-3.25,-4.875,-5.25,-5.375,-7.3125,-8.0625,-4.5625,-1.375,-1.375,-1.375,-1.375,-1.3125,-0.8125,0.375,-0.875,-2.6875,-1.0625,0.9375,0.8125,0.25,0,-0.125,-0.1875,0.375,0.6875,0.25,1.0625,1.25,0.75,-0.125,-0.25,1.5,0.9375,0.4375,0.125,0.875,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fist,1,9,-0.4375,-0.1875,-0.25,-0.125,-0.3125,-0.25,0.1875,0.1875,-0.4375,0.4375,-0.1875,-0.25,0.25,0.4375,0.3125,0.3125,0.8125,3.0625,2.1875,2,3.9375,2.5,1.125,2.0625,4,3.625,1.5625,-0.5,-2.5,-2.125,1.8125,3.9375,0.5,0.25,0.75,1.5,2.1875,0.9375,1.5,1.875,1.6875,1.6875,3,4.9375,2.9375,1.875,1.5,1.6875,2.5,4.0625,2.4375,2.0625,1.6875,0.875,-0.25,-0.875,-1.0625,-1.3125,0.5,0.125,1.375,0.6875,0.1875,-0.3125,-0.375,0.1875,0.5,0.75,0.4375,0.75,0.875,0.1875,-0.125,1.6875,0.875,-0.5625,0.25,-0.1875,-0.4375,0.3125,-0.0625,-1.0625,-2.5625,-1.3125,-0.375,0.1875,-0.5625,-1.375,-0.9375,0.0625,1.1875,1.0625,-0.0625,-1,-0.4375,1.125,0.6875,-0.5625,-2.375,-3.5,-3.4375,-2.25,-3.1875,-3.75,-4.1875,-2.625,-2.6875,-4.9375,-4.75,-4.5625,-3.5,-4.3125,-4.5,-4.125,-3.75,-3.3125,-1.5625,-4.0625,-4.625,-3.5,-3.25,-1.375,-1.3125,0.4375,-0.625,-0.3125,1.125,1.3125,0.5,0.0625,0.6875,-0.25,1.0625,1.6875,1.6875,1.5,0.4375,0.9375,0.375,-0.0625,-0.625,-0.1875,1.1875,1.0625,0.1875,-1.0625,-0.5625,0.6875,0.3125,-0.6875,-0.6875,-0.0625,0.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
